企业名称,法定代表人,联系电话,省份,城市,地址,邮箱,网址,经营范围,企业类型,注册资本（万元）,币种,成立日期,统一社会信用代码,所属行业,行业代码,是否有进出口贸易,组织机构代码,经营状态,股票代码,公司名称,英文名称,公司网址,上市市场,公司业务,港股股份数目,主席,主要持股人,董事,公司秘书,注册办事处,公司总部,股份过户登记处,核数师,主要往来银行,法律顾问,电邮地址,区县,参保人数,注册资本,统一信用代码,公司代码,上市板块,A股代码,A股简称,A股上市日期,A股总股本(万股),A股流通股本(万股),B股代码,B股简称,B股上市日期,B股总股本(万股),B股流通股本(万股),发行价格,主承销商,公司简介,主营业务
  厦门保翔物业管理有限公司,  郑菲莉,  —,  福建,  厦门市,  厦门市湖里区翔远一路三号五楼之二,  ,  ,  安全系统监控服务;国内劳务派遣服务;其他安全保护服务;物业管理;商务信息咨询;园林景观和绿化工程设计;教育咨询(不含教育培训及出国留学中介、咨询等须经许可审批的项目);家庭服务;汽车零配件批发;汽车零配件零售;汽车租赁(不含营运);其他道路运输辅助活动(不含须经审批许可的项目)。,  有限责任公司(自然人投资或控股),  600,  人民币,  2007-04-26,  91350206798071771G,  K 房地产业,  7020,  ,  79807177-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  厦门柏煜物业服务有限公司,  吴龙越,  —,  福建,  厦门市,  厦门市思明区莲岳里59号401室,  ,  ,  物业管理服务;家政服务;经济信息咨询;绿化工程设计与施工。,  有限责任公司(自然人投资或控股),  50,  人民币,  2002-04-05,  913502037054999722,  K 房地产业,  7020,  ,  70549997-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  天津市昕和物业管理有限公司,  陈凡坤,  —,  天津,  天津市,  天津滨海高新区塘沽海洋科技园新北路4668号创新创业园21-B号商务楼中北5017D号,  1936771425@qq.com,  ,  物业管理;保洁服务;劳动服务;劳务派遣;安防监控设备、办公用品、劳保用品、建筑材料销售;园林绿化工程;建筑工程;工程监理;建筑工程项目管理。,  有限责任公司,  500,  人民币,  2012-02-14,  91120116589771595K,  K 房地产业,  7020,  ,  58977159-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  天津市诺洁物业管理集团有限公司,  卢勇,  —,  天津,  天津市,  南开区航天道58号平房66号,  13820723003@163.com,  www.nuojiewuye.com,  物业服务、清洁服务、会议服务、花卉租赁、园林绿化养护、劳务派遣;餐饮管理、餐饮服务;企业管理服务;建筑装饰工程;机械设备维修;机械设备安装;停车场服务);文化用品、办公设备、五金交电、化工)、电器设备、建筑材料、卫生洁具批发兼零售;酒店管理;房屋出租;空调维修;电梯维修(取得特种设备安全监察部门许可后方可经营);汽车租赁;洗衣服务;劳务服务;搬运服务。,  有限责任公司,  2000,  人民币,  2009-08-21,  9112000069405378X8,  K 房地产业,  7020,  ,  69405378-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  天津市阳升物业管理有限公司,  郝洪涛,  022-23503392；022-23503390,  天津,  天津市,  天津市南开区白堤路南开大学学者公寓B座2门102室(科技园),  yangshenggongsi@163.com,  www.yangshengjituan.com,  物业管理;餐饮管理;建筑物外檐清洁;企业管理咨询、会议服务、园林绿化工程、清洁服务;消防设备安装维修;停车场服务);废弃物处理技术的技术咨询;人力资源服务)(凭许可证经营);建筑装饰;房屋修缮;防水保温工程;钢结构工程;建筑安装;管道维修;组织策划文化交流活动、展览展示服务;房屋租赁;批发和零售业;架线和管道工程建筑;管道和设备安装;质检技术服务。,  有限责任公司,  1176.4705,  人民币,  2000-08-18,  91120104724464070T,  K 房地产业,  7020,  ,  72446407-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  天津市隆达物业管理有限公司,  于颂明,  022-65725735,  天津,  天津市,  天津开发区奥运路11号2-2-524,  1056845527@qq.com,  www.tj-ldwy.com,  物业管理服务；家政服务；礼仪庆典；装饰装潢；保洁服务；消毒服务；洗染服务；上下管道疏通；园林绿化工程；绿化养护；装饰工程；房屋修缮工程；楼宇自动化工程施工；建筑装饰材料、劳保用品、日用百货、办公用品批发兼零售；劳务派遣（涉外除外）；消防、清洁、绿化设施设备养护及车辆管理；物业管理咨询服务；酒店管理；停车场管理服务；会议服务；水电暖安装；花卉租摆；教育咨询；建筑物清洁服务；外墙清洗服务；制冷设备安装及维修；城市生活垃圾清运服务（凭许可证开展经营活动）；餐饮服务（限分支机构经营）；餐饮管理；普通货物运输（凭许,  有限责任公司,  300,  人民币,  1998-04-20,  911201167004773367,  K 房地产业,  7020,  ,  70047733-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  安徽创源物业管理有限公司,  周平珍,  0551-64235123,  安徽,  合肥市,  安徽省合肥市濉溪路9号富荣大厦2210室,  1924365556@qq.com,  http://www.ahcly.com,  物业管理服务;园林绿化工程;房屋租赁;市政环境保洁、道路清洁;车辆管理;石材养护;建筑物清洗;保洁耗材销售;餐饮管理;垃圾清运;酒店管理;洗衣房管理;医院后勤服务;水电工程维修服务;会议会展服务;车辆管理服务;废品回收服务;化粪池清淤服务。,  有限责任公司(自然人投资或控股),  2100,  人民币,  2005-08-01,  91340100777390992N,  K 房地产业,  7020,  ,  77739099-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  安徽华地物业管理服务有限公司,  吴延坤,  0551-65637069；0551-65637531；0551-63739606,  安徽,  合肥市,  安徽省合肥市蜀山区望江西路268号学府名都A区商业1至2层商101/商101上,  925637858@qq.com,  http://www.ahhdwy.com,  物业管理;物业租赁;家政服务;房屋中介及信息咨询;水电安装;室内外装饰装修;绿化工程、安全保卫系统工程;市政工程;智能化安装工程;停车场服务及管理;停车场经营;档案管理;餐饮管理;电梯维修、保养、管理;市政公共设施维护及管理;评估事务代理;会议及展览服务;企业管理咨询服务;健康管理咨询服务;洗衣服务;保洁服务;道路清扫服务;水域河道清理;居家养老服务;汽车清洗服务;便利店连锁经营;建材、装饰材料批发;日用百货、水果、预包装食品、散装食品、生鲜家禽、水产品、乳制品(含婴幼儿乳制粉)销售;旅游信息咨询服务;接,  有限责任公司（非自然人投资或控股的法人独资）,  500,  人民币,  2008-06-19,  91340100675896490L,  K 房地产业,  7020,  ,  67589649-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  安徽海亮物业管理有限公司,  曹士扬,  0551-65711511；0551-65326848,  安徽,  合肥市,"  安徽省合肥市四里河西侧,环湖东路东侧",  wy_qianqian_li12@shimaowy.com,  http://www.hlland.com.cn,  物业管理;物业信息咨询;家政服务;房屋中介;酒店信息咨询;酒店管理;会议服务;日用百货、服装、酒店用品、五金建材、农副产品销售;房屋、场地出租销售;代收水电费;预包装食品兼散装食品、乳制品(含婴幼儿配方奶粉)、烟酒制品、冷鲜肉、禽蛋、水果蔬菜、五金交电、电子设备、保健食品、现制食品、粮油制品、日化用品零售;停车场管理服务。,  有限责任公司（非自然人投资或控股的法人独资）,  500,  人民币,  2012-02-15,  9134010059019983XC,  K 房地产业,  7020,  ,  59019983-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  安徽海亮物业管理有限公司阜阳分公司,  李景义,  0558-6695889；0558-2161902,  安徽,  阜阳市,  阜阳市颍州区清河街道办事处中清社区504安置小区4#401室,  wy_jingyi_li15@shimaowy.com,  http://www.ahhailiang.com.cn/,  为总公司承揽业务。**,  有限责任公司分公司（非自然人投资或控股的法人独资）,  ,  ,  2013-03-07,  913412000636174465,  K 房地产业,  7020,  ,  06361744-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  安徽阜顺物业管理有限公司,  梁艳,  —,  安徽,  阜阳市,  阜阳市颍州区文峰路9#纺织厂37号楼309,  1592049772@qq.com,  ,"  物业管理,园林绿化,家政服务,房屋中介服务,建筑装饰装修,清洁用品、日用百货、五金交电销售,外墙清洗,保洁服务,保安服务,停车场经营管理,餐饮、食堂经营管理,生活垃圾、建筑垃圾清运,空调、水电、机电设备安装维护,房屋维修养护,市政道路保洁服务,化粪池清掏维护。",  有限责任公司(自然人独资),  600,  人民币,  2017-07-12,  91341200MA2NTUGY1G,  K 房地产业,  7020,  ,  MA2NTUGY-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  安徽鸿润物业管理有限公司,  王济辉,  —,  安徽,  宿州市,  安徽省宿州市埇桥区农科路24-1-2,  421073088@qq.com,  www.ahhrwy.com,"  劳务派遣;餐饮服务;住宅小区、别墅、写字楼、商业场所、工业区的物业管理,家政服务,楼层内外保洁,房屋装饰装潢、绿化工程及维护管理基建维修,房地产中介,电(气)给排水、供水设备安装、维修,物业配套服务设施、场地经营管理,网络技术信息服务,安全技术服务,网络运行维护。",  有限责任公司(自然人投资或控股),  360,  人民币,  2004-09-03,  91341302764798921F,  K 房地产业,  7020,  ,  76479892-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广东康景物业服务有限公司天津分公司,  钟国清,  022-59950143；022-59950145,  天津,  天津市,  天津市宝坻区周良街道京津新城珠江南路,  518927@hopson.com.cn,  ,"  物业管理,酒店管理,房地产咨询及中介服务,经营工程安装维修(限于所管理物业)及会所经营管理业务,停车场经营管理(限于所管理物业)***",  外商投资企业分支机构,  ,  ,  2004-05-28,  91120224761297531P,  K 房地产业,  7020,  ,  76129753-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广东康景物业服务有限公司惠州分公司,  李天平,  0752-2069693；0752-2069692,  广东,  惠州市,  惠州市江北13号小区,  arqin@21cn.com,  ,"  物业管理,房地产咨询及中介服务,会所经营管理业务,停车场经营管理(限于所管理物业)。",  分公司,  ,  ,  2005-12-28,  914413007838788554,  K 房地产业,  7020,  ,  78387885-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广东朗洁物业服务有限公司,  何珊,  0759-3710818,  广东,  湛江市,  湛江市赤坎区人民大道北45号丽晶大厦1310号办公室,  16451824@qq.com,  ,"  物业管理;园林绿化服务;保安服务,安全系统监控服务,工程和保安装置的设计及安装,楼宇智能化工程,通信工程,安全技术防范系统设计、安装、维修;装卸、搬运服务;建筑装饰工程;水电维修;设计、制作广告;餐饮管理;家政服务、老年人养护服务、保健服务;养老项目投资;停车场管理服务;机械设备清洁;房屋修缮;室内外装饰工程;家政服务;防治“四害”(老鼠、苍蝇、蟑螂、蚊子)服务,市政道路清扫;城市生活垃圾经营性清扫、收集、运输服务;货物分捡、仓储服务;物业保洁服务,单位后勤管理服务,洗衣服务,货运代理,污水处理工程,健康",  有限责任公司(自然人独资),  1000,  人民币,  2002-10-21,  914408027436918851,  K 房地产业,  7020,  ,  74369188-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广西加丁物业管理有限公司,  谭加仕,  0772-4236825；0772-4236371,  广西,  来宾市,  来宾市红水河大道258号领秀新天地公寓楼一单元301、302号,  JDWY168@163.com,  http://www.lbjdwy.com,"  物业管理;餐饮服务,家政服务;劳务派遣);市政公共设施管理;城市园林绿化管理;科技产品的技术研究、技术咨询、技术转让;污水处理、污泥处理工程;环保专用车辆、人力三轮车、垃圾终端处理系统的研发、销售;垃圾中转站的投资;城乡道路环境卫生管理及生活垃圾清扫、收集、运输、处理服务;道路普通货物运输;苗木花卉培育、种植、购销;五金交电)、家用电器、日用百货销售;职业中介服务;清洗道路护栏、清理下水道、清理城市垃圾小广告;三类机动车维修服务及汽车配件零售;餐厨废弃物资源化利用及处理服务。",  有限责任公司(自然人投资或控股),  1000,  人民币,  2012-08-15,  91451300052721547L,  K 房地产业,  7020,  ,  05272154-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  上海市园林设计研究总院有限公司,  朱祥明,  021-54043588；021-54042025；021-54670173,  上海,  上海市,  上海市黄浦区制造局路130号,  SLADI@shlandscape.com,  www.shlandscape.com,"  建筑行业(建筑工程)设计(甲级),风景园林工程设计专项(甲级),城乡规划编制(甲级),建筑装饰工程设计(一级),市政行业(道路工程专业)设计(乙级),市政行业(桥梁工程专业)设计(乙级),市政公用行业(风景园林)、建筑工程咨询(乙级),市政公用工程监理(乙级),房屋建设工程监理(乙级),雕塑壁画、模型制作、工程总承包(乙级),园林绿化工程,林业调查规划设计(丙级),园林领域内的科技咨询服务。",  有限责任公司（非自然人投资或控股的法人独资）,  10000,  人民币,  1996-01-08,  913101011322597782,  M 科学研究和技术服务业,  73,  ,  13225977-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  上海市水利工程设计研究院有限公司,  疏正宏,  021-32558001；021-32558007；021-62050093,  上海,  上海市,  上海市黄浦区四川中路410号5楼,  liull@swedri.com,  http://www.swedri.com,"  水利工程全行业、市政给水排水、道桥工程、海洋工程、水运工程、岩土工程、工业与民用建筑及装饰工程的勘察、测量、设计、咨询、工程总承包、项目管理、工程监理等工程建设全过程服务及上述工程的规划、可行性研究、工程造价、水资源论证、防洪影响评价、地下空间防汛影响评价、节水评估、海域使用论证、取水口论证等咨询服务,电力专业建设工程设计、公路专业建设工程设计、风景园林建设工程专项设计、环境工程建设工程专项设计,水利水电建设工程施工,港口与航道建设工程施工,市政公用建设工程施工,机电安装建设工程施工,建设工程招标代理、建",  有限责任公司(国有独资),  10000,  人民币,  2001-10-09,  91310101425002407T,  M 科学研究和技术服务业,  73,  ,  42500240-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
